Id,Value
149,-11.492012654298248
150,-11.484800317285385
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,-2.493652502708222
158,-2.496188897961585
159,-2.49618665247633
160,-2.4977125785457126
161,-11.495869759149622
162,-11.495742366472317
163,-2.4706134384639964
164,-2.4823641310931857
165,-2.4823490083449657
166,-2.489410603674285
167,-11.477896208365639
168,-11.480984848128946
169,-2.3639511040000003
170,-2.4179259060220804
171,-2.4182956819377184
172,-2.3639511040000003
173,-11.413009256787605
174,-11.408221563936596
175,-2.482368063078398
176,-2.489394789173637
177,-2.4894072677128958
178,-2.482368063078398
179,-11.484457072288373
180,-11.486542571161463
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,-2.470613438464001
188,-2.4823189419739955
189,-2.4823504871749345
190,-2.470613438464001
191,-11.469618438397514
192,-11.46967790136597
193,-2.482368063078398
194,-2.489412808040114
195,-2.4894129265843947
196,-2.4936491635883122
197,-11.481970901518
198,-11.486779344435526
199,-2.4510223974400023
200,-2.4705630219505847
201,-2.4705934234194507
202,-2.4823221461753957
203,-11.46143014846885
204,-11.460386776465203
205,-2.482368063078398
206,-2.4894097438703824
207,-2.4894099709337367
208,-2.4936399451340683
209,-11.479034841218816
210,-11.485823337218077
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,2.3599999999999963
218,5.599999999999993
219,5.599999999999993
220,10.999999999999991
221,-3.400000000000006
222,-3.400000000000006
223,-1.8701440000000038
224,-2.1202621380102817
225,-2.1147890488738277
226,-2.2564209858624427
227,-10.638623418467128
228,-10.98598612217201
229,-0.772036822350024
230,-1.4182242610242195
231,-1.4181652597468841
232,-0.7504000000000028
233,-10.050338769375688
234,-10.323963473614608
235,-1.450240000000004
236,-1.8678028010145165
237,-1.865703302402949
238,-2.115519149193042
239,-10.523900241732559
240,-10.647109240019393
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,-2.4894208378470393
248,-2.493646116202459
249,-2.4961827680348496
250,-2.4936503077905776
251,-11.491678849996218
252,-11.49167323229779
253,-2.4183706623999988
254,-2.4510160116584947
255,-2.4704746184910817
256,-2.451004164231391
257,-11.448101242163656
258,-11.445035947736251
259,-2.482368063078398
260,-2.489407123971085
261,-2.493649215777
262,-2.4894180826702947
263,-11.48385667365432
264,-11.481094588720405
265,-2.470613438464001
266,-2.4510223974400023
267,-2.418370662400003
268,-2.4510223974400023
269,-11.451022397439997
270,-11.451022397439997
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,-2.470613438464001
278,-2.4510223974400023
279,-2.418370662400003
280,-2.4510223974400023
281,-11.451022397439997
282,-11.451022397439997
283,-2.3639511040000003
284,-2.27325184
285,-2.122086400000004
286,-2.27325184
287,-11.273251839999995
288,-11.273251839999995
289,-2.418370662400003
290,-2.4509942358209047
291,-2.4705395376689534
292,-2.450963943303962
293,-11.439736030210359
294,-11.449301473468697
295,-2.4894208378470437
296,-2.4936431518482913
297,-2.496184412859903
298,-2.493651063133148
299,-11.492911420299432
300,-11.48751836646241
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,-2.4823680630784026
308,-2.489402172893962
309,-2.4936478346848756
310,-2.489392986047521
311,-11.481975624995703
312,-11.487003738114861
313,-2.470613438464001
314,-2.4823604654004856
315,-2.470613438464001
316,-2.4823525772028114
317,-11.476249204786443
318,-11.455375926209934
319,-2.4183706623999988
320,-2.451003989646779
321,-2.4183706623999988
322,-2.4509644054233224
323,-11.447818681357305
324,-11.450261648936833
325,-2.470613438464001
326,-2.4823466043626055
327,-2.470613438464001
328,-2.48234472885486
329,-11.481106335926508
330,-11.481048475674068
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,-1.450240000000004
338,-1.8286249211348728
339,-1.942964110410165
340,-1.8354255270933608
341,-7.75389964138317
342,-6.5946435637154694
343,0.41599999999999737
344,2.3599999999999963
345,5.599999999999993
346,2.3599999999999963
347,-6.640000000000003
348,-6.640000000000003
349,-1.450240000000004
350,-1.8491111802241649
351,-2.0173184491689518
352,-1.8575129318755281
353,-7.754907629667285
354,-6.10018648919188
355,-0.7504248191429312
356,-1.0659463094488761
357,-0.9522285132331556
358,-1.1370311506507154
359,-2.798475248086336
360,-2.7755962584352654
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,-2.493652502708222
368,-2.496190471447424
369,-2.497710173190134
370,-2.493652502708222
371,-11.492551559158374
372,-11.480422524623041
373,-2.451022397439998
374,-2.470572021829443
375,-2.4822918721492404
376,-2.451022397439998
377,-11.469210390649762
378,-11.461469479672989
379,-2.4894208378470393
380,-2.493648415712688
381,-2.4961790449303827
382,-2.4894208378470393
383,-11.493048744769467
384,-11.48911239681609
385,-2.4510223974400023
386,-2.418370662400003
387,-2.3639511040000043
388,-2.4510223974400023
389,-11.418370662400003
390,-11.418370662400003
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,-2.4510223974400023
398,-2.418370662400003
399,-2.3639511040000043
400,-2.4510223974400023
401,-11.418370662400003
402,-11.418370662400003
403,-2.27325184
404,-2.1220864
405,-1.8701440000000038
406,-2.27325184
407,-11.122086399999999
408,-11.122086399999999
409,-2.4510223974400023
410,-2.470586756631015
411,-2.4822708747177966
412,-2.4510223974400023
413,-11.465645362037662
414,-11.45311326684374
415,-2.4936525027082266
416,-2.496190060255628
417,-2.497713985090548
418,-2.4936525027082266
419,-11.487761402020427
420,-11.494621622790556
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,-2.4894208378470393
428,-2.493650090819448
429,-2.496181512651287
430,-2.4894208378470393
431,-11.49125630479558
432,-11.490914239864653
433,-2.4510223974400023
434,-2.4705915018282987
435,-2.482343856361372
436,-2.4823621875451662
437,-11.467296789231284
438,-11.465153635827683
439,-2.3639511040000003
440,-2.4183348118532844
441,-2.45087208820456
442,-2.450997664089269
443,-11.409297804184112
444,-11.416278322854785
445,-2.4510223974400023
446,-2.47061180885338
447,-2.482364139927234
448,-2.4823659491895786
449,-11.469047952245443
450,-11.468158399009486
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,-1.8701440000000038
458,-2.122086399999979
459,-2.27325184
460,-1.8701440000004352
461,-11.122086399999892
462,-11.12208639999999
463,2.3599999999999963
464,5.599999999999993
465,10.999999999999991
466,2.3599999999999963
467,-3.400000000000006
468,-3.400000000000006
469,-1.8701440000000038
470,-2.1220864
471,-2.27325184
472,-1.8701440000000826
473,-11.122086399999986
474,-11.122086399999983
475,0.41599999999999737
476,-0.76843175578495
477,-1.4223309055625544
478,-1.436278633004078
479,-9.29747873939847
480,-9.065544186115849
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,-2.49619150162493
488,-2.497714370932529
489,-2.4977139432070414
490,-2.49619150162493
491,-11.49278247679588
492,-11.492777162656873
493,-2.4706134384639964
494,-2.482313843579277
495,-2.482346367074696
496,-2.4706134384639964
497,-11.47490917708397
498,-11.479063708848939
499,-2.493652502708222
500,-2.496189175271292
501,-2.4961791031103853
502,-2.493652502708222
503,-11.49462206787935
504,-11.48949735840613
505,-2.418370662400003
506,-2.3639511040000003
507,-2.3639511040000003
508,-2.418370662400003
509,-2.273251840000004
510,-11.363951104
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,-2.418370662400003
518,-2.3639511040000003
519,-2.3639511040000003
520,-2.418370662400003
521,-2.273251840000004
522,-11.363951104
523,-2.1220864
524,-1.8701440000000018
525,-1.8701440000000018
526,-2.1220864
527,-1.450240000000004
528,-10.87014399999999
529,-2.470613438464001
530,-2.482209618353851
531,-2.482343978716725
532,-2.470613438464001
533,-11.481330690756758
534,-11.469823163130668
535,-2.4961915016249345
536,-2.497713991887178
537,-2.497714475402161
538,-2.4961915016249345
539,-11.461477009328446
540,-11.492747518310187
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0
546,0.0
547,-2.493652502708222
548,-2.49618913972529
549,-2.496190779478057
550,-2.493652502708222
551,-11.494478695393001
552,-11.491795176446669
553,-2.4706134384639964
554,-2.48235238180472
555,-2.4823577388990845
556,-2.470613438464001
557,-11.476230408228837
558,-11.47388922549558
559,-2.4183706623999988
560,-2.4509907295643076
561,-2.4509502550820272
562,-2.4183706623999988
563,-11.447443385622577
564,-11.447042244461304
565,-2.4706134384639964
566,-2.4823136937983317
567,-2.4823230679807065
568,-2.470613438464001
569,-11.469562509648847
570,-11.477888612316828
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,-2.122086400000004
578,-2.27325184
579,-2.27325184
580,-2.122086400000004
581,-11.273251839999995
582,-2.3639511040000003
583,5.599999999999993
584,10.999999999999991
585,10.999999999999991
586,5.599999999999993
587,1.9999999999999922
588,19.99999999999999
589,-2.122086400000004
590,-2.27325184
591,-2.27325184
592,-2.122086400000004
593,-11.273251839999995
594,-2.3639511040000003
595,-0.7504000000000028
596,-1.450240000000004
597,-1.450240000000004
598,-0.7504000000000028
599,-10.450239999999992
600,-1.8701440000000018
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,-2.4510223974400023
608,-2.3639511040000043
609,-2.4510223974400023
610,-2.418370662400003
611,-11.418370662400003
612,-11.418370662400003
613,-2.1220864
614,-1.450240000000004
615,-2.1220864
616,-1.8701440000000018
617,-10.87014399999999
618,-10.87014399999999
619,-2.418370662400003
620,-2.273251840000004
621,-2.418370662400003
622,-2.3639511040000003
623,-11.363951104
624,-11.363951104
625,-2.493652502708222
626,-2.497714870264187
627,-2.493652502708222
628,-2.496191486465936
629,-11.496172971370479
630,-11.496101334227061
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,-2.493652502708222
638,-2.4977149005151973
639,-2.493652502708222
640,-2.496191496779442
641,-11.496188395005488
642,-11.496182699435538
643,-2.4706134384639964
644,-2.4894207949399845
645,-2.4706134384639964
646,-2.4823680463702913
647,-11.482347636972323
648,-11.482362028569913
649,-2.122086400000004
650,-2.3639510839730082
651,-2.3639511022244206
652,-2.2732518377402555
653,-11.273248530630648
654,-11.273251699157905
655,-2.4510223974400063
656,-2.4823680624180295
657,-2.4823680559207366
658,-2.470613437898873
659,-11.470613306992103
660,-11.470613415752652
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,-2.418370662400007
668,-2.470613435795977
669,-2.4706134367949937
670,-2.451022392789387
671,-11.451022057550327
672,-11.451022327930833
673,-2.482368063078398
674,-2.493652501153842
675,-2.482368063078398
676,-2.48942081992687
677,-11.489403822220975
678,-11.48940252124106
679,-2.4510223974400023
680,-2.4823680472374274
681,-2.4510223974400023
682,-2.470613364353253
683,-11.470587844458692
684,-11.470601423660014
685,-2.482368063078398
686,-2.4936524937982885
687,-2.482368063078398
688,-2.489420818329196
689,-11.489321832287605
690,-11.489415923341332
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,2.3599999999999963
698,10.999999999999991
699,2.3599999999999963
700,5.599999999999993
701,-3.400000000000006
702,-3.400000000000006
703,-1.8701440000000038
704,-2.27325184
705,-1.8701440000000038
706,-2.1220864
707,-11.122086399999999
708,-11.122086399999999
709,2.3599999999999963
710,-0.7504000000000028
711,-0.7504000000000028
712,0.41599999999999737
713,-8.583999999999994
714,-8.583999999999994
715,-1.450240000000004
716,-2.1220864
717,-1.450240000000004
718,-1.8701440000000018
719,-10.87014399999999
720,-10.87014399999999
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,-2.470613438464001
728,-2.418370662400007
729,-2.4510223974400023
730,-2.418370662400003
731,-11.451022397439997
732,-11.451022397439997
733,-2.27325184
734,-1.8701440000000038
735,-2.1220864
736,-1.8701440000000038
737,-11.122086399999999
738,-11.122086399999999
739,-2.4510223974400023
740,-2.3639511040000043
741,-2.418370662400003
742,-2.3639511040000043
743,-11.418370662400003
744,-11.418370662400003
745,-2.4894208378470393
746,-2.496191484870148
747,-2.4936524915927647
748,-2.4961914605463487
749,-11.493651975474817
750,-11.493640375954975
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,-2.4894208378470393
758,-2.4961914930781886
759,-2.4936525008375225
760,-2.496191499236448
761,-11.493650666186923
762,-11.493643622090353
763,-2.451022397439998
764,-2.4823680592936976
765,-2.470613430291423
766,-2.4823680217225133
767,-11.470609237736824
768,-11.47061211488608
769,-2.27325184
770,-2.4183705229246315
771,-2.363950980004549
772,-2.27325184
773,-11.363872152257875
774,-11.363944641876655
775,-2.470613438464001
776,-2.4894208181702595
777,-2.4823680621256248
778,-2.470613438464001
779,-11.48236742547233
780,-11.482366742605631
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,-2.4510223974400023
788,-2.4823680611738976
789,-2.4706134359139376
790,-2.4510223974400023
791,-11.470609911165194
792,-11.470611597215047
793,-2.470613438464001
794,-2.489420832523551
795,-2.4823680614476666
796,-2.4894208188224396
797,-11.48234243811786
798,-11.48236128919459
799,-2.418370662400003
800,-2.470613212435971
801,-2.451022387140715
802,-2.4706133449810523
803,-11.451021931541328
804,-11.451011598200127
805,-2.470613438464001
806,-2.4894208004118874
807,-2.482368038412037
808,-2.489420821767107
809,-11.482345229731811
810,-11.48236734988761
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.41599999999999737
818,5.599999999999993
819,2.3599999999999963
820,5.599999999999993
821,-6.640000000000003
822,-6.640000000000003
823,-1.450240000000004
824,-2.122083388918857
825,-1.8701441595542012
826,-2.1220556379079225
827,-10.869970192173973
828,-10.869988130123943
829,0.4158376223990391
830,-1.4501978231886634
831,-0.7504236423052506
832,0.41599999999999737
833,-9.749279321950945
834,-9.748089015777545
835,-0.7504000000000028
836,-1.870136846218107
837,-1.4502406470286546
838,-1.870139303716713
839,-10.450222382234276
840,-10.450093001867195
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,-2.482368063078398
848,-2.4936524705056415
849,-2.4936525019397076
850,-2.489420836103525
851,-11.489418041987303
852,-11.489420500324712
853,-2.3639511040000003
854,-2.451022397439998
855,-2.451022397439998
856,-2.4183706623999988
857,-11.418370662400003
858,-11.418370662400003
859,-2.470613438464001
860,-2.4894208371477156
861,-2.4894208331089334
862,-2.482368057963659
863,-11.482365749956529
864,-11.482367432967704
865,-2.482368063078398
866,-2.4510223974400023
867,-2.4510223974400023
868,-2.470613438464001
869,-11.470613438463989
870,-11.470613438463989
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,-2.482368063078398
878,-2.4510223974400023
879,-2.4510223974400023
880,-2.470613438464001
881,-11.470613438463989
882,-11.470613438463989
883,-2.4183706623999988
884,-2.273251840000004
885,-2.273251840000004
886,-2.3639511040000003
887,-11.363951104
888,-11.363951104
889,-2.3639511040000043
890,-2.451022384447678
891,-2.4510222786405156
892,-2.4183706573801524
893,-11.418370201312616
894,-11.418366858486019
895,-2.4823680630784066
896,-2.4936525006895947
897,-2.4936525016236466
898,-2.489420836598482
899,-11.489418355105823
900,-11.48941920170753
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,-2.470613438464005
908,-2.4894208354500638
909,-2.4894208375818607
910,-2.4823680618959476
911,-11.482368045259312
912,-11.482367791673768
913,-2.4510223974400023
914,-2.482368056718099
915,-2.4510223974400023
916,-2.470613415066428
917,-11.47061117641434
918,-11.470608251380916
919,-2.3639511040000003
920,-2.451022338500015
921,-2.3639511040000003
922,-2.418370067363993
923,-11.418369694817006
924,-11.418362820826832
925,-2.4510223974400023
926,-2.482368054074456
927,-2.4510223974400023
928,-2.4706134232039876
929,-11.470609188824834
930,-11.470605381694387
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,-0.7504000000000028
938,-1.8697750627879666
939,-1.8700772079982493
940,-1.4503009950619972
941,-10.445466278214854
942,-10.443701043826602
943,-0.7504000000000008
944,2.3599999999999963
945,2.3599999999999963
946,0.41599999999999737
947,-8.583999999999994
948,-8.583999999999994
949,-0.7504000000000028
950,-1.8698968592583491
951,-1.8701252146612557
952,-1.450294089564814
953,-10.44935280683153
954,-10.446781820924437
955,0.4119833979560138
956,-1.4495797145218756
957,0.41599999999999737
958,-0.750736608026221
959,-9.717584369663463
960,-9.732977106680677
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,-2.4894208378470393
968,-2.496191479766742
969,-2.49619149858123
970,-2.4894208378470393
971,-11.493651600274145
972,-11.493651039300723
973,-2.418370662400003
974,-2.4706134384632628
975,-2.4706134384638
976,-2.4183706623999988
977,-11.451022397251831
978,-11.4510223974191
979,-2.482368063078398
980,-2.4936525013206827
981,-2.49365247516969
982,-2.482368063078398
983,-11.489420249333067
984,-11.489420637808513
985,-2.4706134384639977
986,-2.418370662400003
987,-2.418370662400003
988,-2.470613438463999
989,-11.451022397439038
990,-11.451022397439488
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,-2.470613438464001
998,-2.418370662400003
999,-2.418370662400003
1000,-2.470613438463969
1001,-11.451022397439754
1002,-11.451022397439582
1003,-2.3639511040000003
1004,-2.122086400000004
1005,-2.122086400000004
1006,-2.3639511040000003
1007,-11.273251839999995
1008,-11.273251839999995
1009,-2.418370662400003
1010,-2.4706134068541474
1011,-2.470613433491731
1012,-2.418370662400003
1013,-11.451018181266685
1014,-11.451021188467985
1015,-2.4894208378470437
1016,-2.4961914723165193
1017,-2.496191496413703
1018,-2.4894208378470437
1019,-11.49365068311674
1020,-11.49365083972425
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,-2.4823680630784026
1028,-2.4936525006506867
1029,-2.493652488027782
1030,-2.4823680630784026
1031,-11.48941878947267
1032,-11.489419145593757
1033,-2.418370662400007
1034,-2.4706134330391176
1035,-2.470613419353373
1036,-2.470613436871739
1037,-11.451022096233881
1038,-11.451022217961894
1039,-2.27325184
1040,-2.418370583919144
1041,-2.4183701247058895
1042,-2.4183706472096307
1043,-11.363949669358139
1044,-11.363948103369323
1045,-2.418370662400003
1046,-2.4706134328758345
1047,-2.470613434619183
1048,-2.4706134329101554
1049,-11.4510223291085
1050,-11.451021322284118
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,-1.450240000000004
1058,-2.1220864
1059,-2.1220864
1060,-1.450240000000004
1061,-10.87014399999999
1062,-10.87014399999999
1063,0.41599999999999737
1064,5.599999999999993
1065,5.599999999999993
1066,0.41599999999999737
1067,-6.640000000000003
1068,-6.640000000000003
1069,-1.450240000000004
1070,-2.1220864
1071,-2.1220864
1072,-1.450240000000004
1073,-10.87014399999999
1074,-10.87014399999999
1075,2.3599999999999963
1076,-0.7504000115940856
1077,-0.7504000251161698
1078,-0.7504000041782586
1079,-8.583998772266144
1080,-8.58399850067933
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,-2.493652502708222
1088,-2.4977148700496477
1089,-2.4961914666629097
1090,-2.493652502708222
1091,-11.496188074813597
1092,-11.496170769544523
1093,-2.4510223974400023
1094,-2.4823677739469776
1095,-2.470613267805325
1096,-2.451022397439998
1097,-11.47046328834655
1098,-11.470601129740457
1099,-2.4894208378470393
1100,-2.4961914607714615
1101,-2.4936524817065644
1102,-2.4894208378470393
1103,-11.49362894432695
1104,-11.493593973619166
1105,-2.4510223974400023
1106,-2.3639511040000043
1107,-2.418370662400003
1108,-2.4510223974400023
1109,-11.418370662399994
1110,-11.418370662399994
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,-2.4510223974400023
1118,-2.3639511040000043
1119,-2.418370662399907
1120,-2.4510223974399974
1121,-11.418370662399889
1122,-11.41837066238281
1123,-2.27325184
1124,-1.8701440000000038
1125,-2.1220864
1126,-2.27325184
1127,-11.122086399999999
1128,-11.122086399999999
1129,-2.4510223974400023
1130,-2.482368016196817
1131,-2.4706133994221897
1132,-2.4510223974400023
1133,-11.470590647426246
1134,-11.470598409746472
1135,-2.4936525027082266
1136,-2.4977148311298794
1137,-2.496191492665085
1138,-2.4936525027082266
1139,-11.496174701552219
1140,-11.496190381439424
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,-2.4894208378470393
1148,-2.496191436905806
1149,-2.4936524575795467
1150,-2.4894208378470393
1151,-11.493641671180256
1152,-11.493598916969816
1153,-2.451022397439998
1154,-2.4823680361590923
1155,-2.4706133993846806
1156,-2.4510223974400023
1157,-11.470605454763422
1158,-11.470601313896895
1159,-2.3639511040000003
1160,-2.451022053671081
1161,-2.418370615349014
1162,-2.3639511040000003
1163,-11.418299290750307
1164,-11.418361012462082
1165,-2.451022397439998
1166,-2.4823680231619467
1167,-2.4706134323820055
1168,-2.4510223974400023
1169,-11.47059643855087
1170,-11.470603658406137
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,-1.8701440000000038
1178,-2.27325184
1179,-2.1220864
1180,-1.8701440000000038
1181,-11.122086399999999
1182,-11.122086399999999
1183,2.3599999990078024
1184,10.999999999999991
1185,5.599999996237169
1186,2.359999998200953
1187,-3.3999999917762183
1188,-3.3999999977580284
1189,-1.8701440000000038
1190,-2.27325184
1191,-2.1220864
1192,-1.8701440000000038
1193,-11.122086399999999
1194,-11.122086399999999
1195,0.41599999999999737
1196,-1.450240000000002
1197,-0.7504000000000028
1198,0.41599999999999737
1199,-9.750399999999994
1200,-9.750399999999994
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,-2.470613438461963
1208,-2.418370662400007
1209,-2.4706134384606284
1210,-2.451022397439758
1211,-11.45102239652536
1212,-11.4510223969961
1213,-2.2732518399931707
1214,-1.8701440000000038
1215,-2.2732518399651354
1216,-2.1220863999772264
1217,-11.122086399954435
1218,-11.122086397900764
1219,-2.4510223974283516
1220,-2.3639511040000043
1221,-2.4510223973999468
1222,-2.418370662389955
1223,-11.418370659191838
1224,-11.418370659777105
1225,-2.49619150162493
1226,-2.49619150162493
1227,-2.4894208378470393
1228,-2.493652502708222
1229,-11.493652502708217
1230,-11.493652502708127
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,-2.49619150162493
1238,-2.49619150162493
1239,-2.4894208378470393
1240,-2.493652502708222
1241,-11.493652502708198
1242,-11.493652502708187
1243,-2.482368063078398
1244,-2.482368063078398
1245,-2.451022397439998
1246,-2.4706134384639964
1247,-11.470613438463987
1248,-11.470613438463616
1249,-1.8701440000000038
1250,-2.27325184
1251,-2.27325184
1252,-2.1220864
1253,-11.122086399999999
1254,-11.122086399999999
1255,-2.418370662400007
1256,-2.470613438464001
1257,-2.470613438464001
1258,-2.4510223974400023
1259,-11.451022397439997
1260,-11.451022397439997
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,-2.3639511040000043
1268,-2.4510223974400023
1269,-2.4510223974400023
1270,-2.418370662400003
1271,-11.418370662400003
1272,-11.418370662400003
1273,-2.4894208378470393
1274,-2.4894208378470393
1275,-2.470613438464001
1276,-2.482368063078398
1277,-11.482368063078097
1278,-11.482368063078027
1279,-2.470613438464001
1280,-2.470613438464001
1281,-2.418370662400003
1282,-2.4510223974399983
1283,-11.451022397439978
1284,-11.451022397439997
1285,-2.489420837847039
1286,-2.4894208378470393
1287,-2.470613438464001
1288,-2.482368063078398
1289,-11.482368063078372
1290,-11.482368063078034
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.41599999999999737
1298,5.599999999999993
1299,0.41599999999999737
1300,2.3599999999999963
1301,-6.640000000000003
1302,-6.640000000000003
1303,-2.1220864
1304,-2.1220864
1305,-1.450240000000004
1306,-1.8701440000000038
1307,-10.87014399999999
1308,-10.87014399999999
1309,5.599999999999993
1310,0.41599999999999737
1311,0.41599999999999737
1312,2.3599999999999963
1313,-6.640000000000003
1314,-6.640000000000003
1315,-1.8701440000000018
1316,-1.8701440000000018
1317,-0.7504000000000028
1318,-1.450240000000004
1319,-10.450239999999992
1320,-10.450239999999992
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,-2.482368063078398
1328,-2.4510223974400023
1329,-2.482368063078398
1330,-2.4510223974400063
1331,-11.470613438463989
1332,-11.470613438463989
1333,-2.3639511040000003
1334,-2.122086400000004
1335,-2.3639511040000003
1336,-2.122086400000004
1337,-11.273251839999995
1338,-11.273251839999995
1339,-2.470613438464001
1340,-2.418370662400007
1341,-2.470613438464001
1342,-2.418370662400007
1343,-11.451022397439997
1344,-11.451022397439997
1345,-2.493652502708222
